가게 이름,댓글,날짜,강수량,최고기온(℃),평균기온(℃),최저기온(℃),일조합(hr),일조율(%),일사합(MJ/m2),계절,날씨,ㅁ,눈
"육류,고기요리","이 가격에 이 고기 퀄리티 서비스도 왕창 주시고 너무 
맛있어요><>< 앞으로도 종종 부뚜막 계속 올거같아
요 야호~~~",2024-06-01,0.0,25.2,20.7,17.5,9.4,64.4,27.02,여름,맑음,,
"육류,고기요리","삼겹살이 너무땡겨서 신림에서 찾다가 부뚜막이라는
곳을 발견했는데 리뷰가 좋아 방문했습니다 고기가맛
있어서 다음에서 소고기먹으러 방문하겠습니다~~",2024-06-12,0.0,31.8,24.8,19.2,11.3,76.9,27.73,여름,맑음,,
"육류,고기요리",마블링이 예술이에요 요즘은 어설픈 한우집보다 와규가 맛있는거같아요,2024-06-13,0.0,32.8,26.4,20.0,13.3,90.5,29.8,여름,맑음,,
"육류,고기요리",예전에 방문해서 먹어봤는데 맛있어서 다시왔습니다. 여전히 맛있고 친절하세요!,2024-06-29,38.3,32.3,26.7,21.6,6.9,46.9,20.46,여름,비,,
"육류,고기요리","직원분도 친절하고 고기 질기지않고 맛있어요.
서비스 육회도 너무 맛있었어요.",2024-06-28,0.0,32.5,26.6,21.3,13.2,89.2,28.84,여름,맑음,,
"육류,고기요리",지나가다가 사람 많은것만 확인했었습니다 오늘 처음 방문했는데... 망설이며 지나가는것을 후회했습니다 ㅠ 너무 맛있고 너무 친절하시더라구요.. 자주 ...,2024-04-23,0.0,24.2,17.3,13.2,6.0,44.4,19.16,봄,흐림,,
"육류,고기요리",프리미엄 와규를 저렴한금액에 드세요!!!! 네이버에서 신림고기맛집 검색후 방문하게 되었고 저는 두명이서 와규한판 시켰는데 맛있는건 물론이고 완전 배...,2024-05-05,48.3,20.6,17.8,15.7,0.0,0.0,2.17,봄,비,,
"육류,고기요리","가격에 비해 정말 괜찮다고 느꼈어요! 양 적지 않은 커 플 둘이서 500g 하나 시키고 각자 공깃밥, 냉소면 이 렇게 먹었는데 둘다 배 터져 죽을뻔했어요 ㅎㅎ...",2024-02-16,0.0,8.1,2.3,-1.5,7.9,73.1,13.32,겨울,맑음,,
"육류,고기요리","최고의 가성비, 최고의 퀄리티였습니다! 진짜 앞으로도 자주 방문할 것 같아요! 감사합니다!",2024-05-02,0.0,23.7,18.1,12.4,12.8,92.8,28.72,봄,맑음,,
"육류,고기요리",고기 때깔도 좋고 직접 구워주셔서 맛있게 먹었습니다!,2024-06-22,16.5,26.1,24.2,22.6,0.0,0.0,3.59,여름,비,,
"육류,고기요리",차돌박이 넘넘 맛잇어융.....갈비도 육향 너무 좋았어 요. 신림에서 소고기 땡길 때는 부뚜막만한 곳이 없어 요!! 서비스 된장찌개도 진하고 반찬도 다 신경...,2024-03-15,0.0,14.5,8.9,4.0,10.6,89.1,20.18,봄,맑음,,
"육류,고기요리",고기도 맛있고 직원분들도 친절하세요!,2024-06-06,0.0,31.4,24.1,19.3,9.3,63.3,24.47,여름,맑음,,
"육류,고기요리","직원분들이 직접 너무 잘구워주시고,사장님도 서비스
가 너무 좋았어요!! 단골이지만 계속 오고싶은곳입니
다ㅎㅎ 부뚜막 따봉!!",2024-06-14,0.0,33.0,26.3,21.4,9.1,61.5,24.24,여름,맑음,,
"육류,고기요리",예약하고 왔더니 대기도 안하고 너무 좋아요 저번에 왔을땐 삼겹살만 먹었는데 이번에 와규먹어보니까 너 무 부드럽고 질이 좋네요! 가성비도 좋고 맛있...,2024-02-04,0.0,12.2,7.3,3.7,4.6,44.2,10.88,겨울,흐림,,
"육류,고기요리","밑반찬도 맛있고 고기도 맛있고 다 맛있어요 사장님
이랑 직원분들도 넘 친절하셔서 재방문 의사 100% 입
니다 ~~! 네이버 예약하고 가면 육회도 서비스...",2024-06-02,0.0,25.8,20.4,15.7,12.4,84.9,28.7,여름,맑음,,
"육류,고기요리","퇴사 기념 고기 먹으러 왔는데 고기질 짱 좋고 서비스
로 주시는 것도 너무 맛있고 사장님과 직원분들 모두 
세심하게 챙겨주셨어요! 너무 맛있게 잘 먹고 ...",2024-06-07,0.8,28.0,23.1,18.3,7.1,48.3,20.41,여름,비,,
"육류,고기요리",지나가다가 보기만 했는데 오늘 처음 와서 먹었는데 너무 맛있고 인테리어 분위기 맛 고기 질 완벽하게 좋았습니다 너무 만족스러운 식사였어요 ㅎㅎ,2024-05-03,0.0,27.9,19.7,12.2,12.8,92.8,28.28,봄,맑음,,
"육류,고기요리","고기 너무 맛있어서.. 먹다가 찍었습니다ㅠㅠ 진짜 입
에서 살살녹고.. 찌개도 계속 리필해주셔서 너무 좋았
어요! 소쥬를 도대체 얼마나 마신줄 몰라요. >_...",2024-05-25,0.0,24.7,21.4,18.7,2.3,15.9,17.34,봄,흐림,,
"육류,고기요리","꼬기 좋아라하는 친구들과 방문했어요! 다들 맛있다
고 처묵처묵.. 개인적으론 특수부위가 제일 맛있었어
요!! 담에 방문할게요!",2024-03-23,0.1,18.2,13.0,9.3,8.2,66.7,19.2,봄,비,,
"육류,고기요리",너무 마ㅛ있고 직원분들 다들 너무 친절하시고 맛난 저녁즐겼어요!!!강추강추,2024-05-25,0.0,24.7,21.4,18.7,2.3,15.9,17.34,봄,흐림,,
"육류,고기요리","너무 친절하시구 서비스가 최고에요… ❤️
재 방 문 무조건입니다",2024-05-06,12.3,15.7,13.9,13.4,0.0,0.0,2.71,봄,비,,
"육류,고기요리",다먹고 찍긴했는데 와규 마블링도 좋고 너무 맛있어 요!! 가브리살이랑 냉면도 먹었는데 진짜 최고!! 직원 분들도 너무 친절하고 하이볼 얘기한거 듣고 한...,2024-03-29,1.4,12.3,7.6,5.0,2.5,20.0,6.68,봄,비,,
"육류,고기요리",상남자처럼 보이는 직원분들이 무뚝뚝해 보이셨는데 뭐 고기만 맛있으면 되니까 하고 먹고있다.. 한분이 생 글생글하게 오셔서 예약 서비스 육회를 주시며...,2024-02-21,17.8,4.0,1.9,0.0,0.0,0.0,2.77,겨울,눈,101.0,눈
"육류,고기요리","가성비가 좋은거 같네요 ~
추천드립니다 !",2024-07-02,65.1,25.2,23.2,21.9,0.0,0.0,1.93,여름,비,,
"육류,고기요리",사장님이 너무 친절하시고 고기 질이 좋아요 👏🏻,2024-07-05,4.1,26.1,23.4,21.3,1.4,9.5,11.25,여름,비,,
"육류,고기요리","여자친구와 데이트와서 너무 맛있게 잘먹었습니다!
신림역 데이트 장소로 강추~!♥︎",2024-05-10,0.0,23.8,17.9,12.5,12.5,88.7,28.02,봄,맑음,,
"육류,고기요리",가성비 좋고 역시 맛있어요 신림에서 제일 좋아하는 고깃집 입니다! 다음 달에 또 만나요~,2024-06-06,0.0,31.4,24.1,19.3,9.3,63.3,24.47,여름,맑음,,
"육류,고기요리",예전에 가족들과 맛있게 먹었던 기억이 있어서 생일 때 꼭 가고 싶다고 남편한테 말했어요😆 와규 정말 맛있게 먹었어요! 입에서 살살 녹아요 여기서만...,2024-01-25,0.0,-0.5,-5.3,-9.7,9.4,93.1,13.57,겨울,맑음,,
"육류,고기요리",두번째 방문이에요! 첫방문에 소갈비살 삼걉살 가브 리살에 수제비까지 맛익게 먹고 부모님이 놀러오셔서 같이 방문 했습니다! 쾌적하고 좋은 분위기로 ...,2024-06-27,0.0,31.6,26.3,20.6,9.3,62.8,23.84,여름,맑음,,
"육류,고기요리","처움 방뮨하는데 정말 맛있어요! 밑반찬도 많고, 셀프 바도 청결하고, 고기랑 된장찌개 진짜 최고👍 가격도 저렴해서 단골 예약입니당 ㅎㅎ 냉면도그렇고 ...",2024-06-12,0.0,31.8,24.8,19.2,11.3,76.9,27.73,여름,맑음,,
"육류,고기요리","매장 인테리어도 예쁘고~ 깨끗해서 좋아용~ 하지만!! 고깃집은 고기가 맛있어야 최고겠지요~^^ 고기 두툼 하고요~ 삼겹살에 지방이 과하지않고, 아주 적...",2024-05-24,0.0,24.7,20.1,15.7,4.7,32.6,20.51,봄,흐림,,
"육류,고기요리",신림역 핫플 '고기박사'에 다녀왔어요. 고기박사는 굉 장히 깔끔한 인테리어로 쾌적하고 가게 앞에는 정말 아기자기하게 꾸며놔서 지나가는 사람들의 시...,2024-06-02,0.0,25.8,20.4,15.7,12.4,84.9,28.7,여름,맑음,,
"육류,고기요리",고기 정말 맛있어용! ♥️ 자주 오는 곳인데 질도 좋고 된 장찌개도 맛있오요옹 수제 떡갈비도 맛나더라요~ 다 음에도 삼겹살 먹고싶을때 올 것 같습니당⭐️ ...,2024-06-06,0.0,31.4,24.1,19.3,9.3,63.3,24.47,여름,맑음,,
"육류,고기요리",일단 가성비가 너무 좋네요ㅋㅋ 둘이와서 삼겹살2인 분 먹구 추가되는고기는 반값이라는게...!!! 그렇다고 고기질이 안좋은것도아니고 너무 맛있었어요...,2024-05-24,0.0,24.7,20.1,15.7,4.7,32.6,20.51,봄,흐림,,
"육류,고기요리",회식으로 우연히 알게된 집 입니다. 당시에도 팀원들 이랑 정말 맛있게 먹었고 동네 친구들하고 나중에 같 이 와야겠다고 생각만했다가 시간이 맞아서 오...,2024-05-24,0.0,24.7,20.1,15.7,4.7,32.6,20.51,봄,흐림,,
"육류,고기요리",계란찜도 짱 된장찌게도 짱 가성비 좋은 고기맛집 고: 고기를 좋아하는 사람들이 많아요. 기: 기분 좋은 날엔 고기가 빠질 수 없죠. 박: 박터지게 먹어도 질리...,2024-06-29,38.3,32.3,26.7,21.6,6.9,46.9,20.46,여름,비,,
"육류,고기요리",동네에 가성비 좋은 맛집이 있으면 너무 좋죠 남자친 구가 놀러와서 같이 방문 했어요 매장 깨끗하고 고기 질 좋고 사이드 메뉴 다양해서 좋아요 일주일에...,2024-06-29,38.3,32.3,26.7,21.6,6.9,46.9,20.46,여름,비,,
"육류,고기요리",양지병원 근처 고기집 새로 생겨서 방문했더니 기본 안주로 콘치즈 나와서 행복했어욤!! 고기 추가로 더 시키변 반값이라서 부담없이 먹기 좋아요! 다...,2024-05-26,8.7,23.7,19.9,17.0,3.1,21.4,10.2,봄,비,,
"육류,고기요리",신림 24시 고기맛집! 인원수 초과 주문 건부터 고기반 값입니다! 수입이지만 숙성이 잘 돼서 그런지 부드럽 고 감칠맛납니다! 숯향도 제대로 납니다! 고기...,2024-06-17,0.0,30.2,24.8,18.9,13.1,88.5,28.17,여름,맑음,,
"육류,고기요리",밤 늦게 야식 먹고싶어서 검색하여 간 곳인데 24시간 이어서 새벽 2시에도 부담없이 맛있게 먹고왔어요! 소 랑 돼지랑 메뉴가 함께 있어서 둘 다 번갈아 먹...,2024-05-16,0.1,19.8,13.7,6.9,13.1,92.3,31.35,봄,비,,
"육류,고기요리",원래 낙성대에서 하셨을때 자주 갔던 곳인데 신림 으로 옮기셔서 더욱 잘 되시는 모습보니 좋습니다 저희는 멀어져서 넘 아쉽지만요 항상 고기...,2024-06-23,5.1,30.1,25.1,22.5,3.8,25.7,18.84,여름,비,,
"육류,고기요리",제가 퇴근 하고 고기가 넘 먹고싶어 늦게까지 영업하 는 고깃집 찾다가 너무 맛있어보여서 방문하게 되었 습니다! 역시ㅠㅠ 보이는 그대로 고기랑 사이드...,2024-05-09,0.0,21.8,16.1,10.9,12.8,91.4,27.17,봄,맑음,,
"육류,고기요리",우선 매장 인테리어가 깔끔하고 넓직하게 잘되어있어 서 첫인상이 너무 좋았는데요 고기도 가격이 적당하 고 추가주문하면 고기가 반값이라 가성비있게 ...,2024-05-20,0.0,22.8,19.4,16.8,0.5,3.5,11.45,봄,흐림,,
"육류,고기요리",신림역 근처로 이사와서 최애 삼겹살 맛집을 찾고 있 는데 몇군데 실패 후 드디어 최애 삼겹살 맛집을 찾은 것 같아요!😋 어릴적 추억의 콘치즈도 서비스...,2024-05-08,0.0,21.4,14.7,9.0,11.0,78.6,27.21,봄,맑음,,
"육류,고기요리","기본반찬으로 콘치즈가 나온다는 이유만으로도 재방
문해야하는 고기박사. 인원수 이상 주문시 고기 반값
도 마음에 들고 사이드 메뉴도 알차다. 다음에...",2024-05-26,8.7,23.7,19.9,17.0,3.1,21.4,10.2,봄,비,,
"육류,고기요리",두번째 방문인데 삽겹살 추가 주문 할인되는것도 좋 고 24시 영업인것도 좋은데 고기 퀄리티가 참 좋아요 ㅠㅠ 정말 맛있슴당..💕 가게 인테리어가 완전 ...,2024-05-27,0.0,22.6,18.5,14.1,9.9,68.3,26.89,봄,맑음,,
"육류,고기요리",신림 고기박사 처음으로 방문했어요! 네이버에 검색 했을때 평이 너무 좋아서 기대하고 방문했는데 역시 나 너무 맛있었습니당 👍🏻 평일 오후 5시쯤 방...,2024-05-27,0.0,22.6,18.5,14.1,9.9,68.3,26.89,봄,맑음,,
"육류,고기요리","와, 뭐야~ 고기를 인원 수보다 초과 주문했다고 이후 주문 건은 반값 할인해 주는 고깃집 진짜 처음 봤어요! 아니, 추가 고기가 무려 반값인데 어떻게 더 안 ...",2024-03-19,0.2,9.8,6.7,3.9,2.7,22.3,9.63,봄,비,,
"육류,고기요리","맛있는고기. 어머니와 먹고 갑니다.
친절하시고, 인테리어도 멋지네요.
자주 들리겠습니다.",2024-07-02,65.1,25.2,23.2,21.9,0.0,0.0,1.93,여름,비,,
"육류,고기요리",고기 인분이상 주문하면 반값 진짜 미쳤습니다..!!! 가 성비 너무 좋은데 맛있고 사이드도 다양하고 콘치즈 부터 기본찬까지 다 잘 나옵니다 무엇보다 사장...,2024-04-30,0.0,22.5,18.6,16.0,5.5,40.1,17.95,봄,흐림,,
"육류,고기요리","블루베리 사와 너무 맛있을 거 같아용 ㅠ 블루베리 낭
낭하게 올려주셔서 감사합니당 삼겹질도 완전 좋구 
셀프바 있어서 짱 편해요",2024-07-03,0.8,25.9,24.7,23.6,0.6,4.1,8.91,여름,비,,
"육류,고기요리",신림에 새로 생겨서 방문했는데 여기 찐 맛집이에요 매장도 넓고 친절하시고 인원수 보다 추가 주문하면 고기가 반값입니다. 가격도 미쳤어요👍👍 덕...,2024-04-13,0.0,27.3,19.1,11.2,12.1,92.4,25.65,봄,맑음,,
"육류,고기요리","신림 고깃집 맛집 고기박사에서 성인남녀 둘이서 삼 겹살, 가브리살, 갈매기살, 물냉면까지 아주 배터지게 맛있게 먹고 왔습니다 (っ˘ڡ˘ς) ❤︎ 우선 매장도 ...",2024-03-03,0.0,7.8,4.0,0.4,6.6,57.4,13.52,봄,맑음,,
"육류,고기요리",처음으로 방문해봤는데 매장도 깔끔하고 키오스크로 주문하는 방식도 마음에 들었습니다 직원분들도 친절 하시고 고기 질도 좋고 맛도 좋았어요! 그리고 ...,2024-06-06,0.0,31.4,24.1,19.3,9.3,63.3,24.47,여름,맑음,,
"육류,고기요리","소갈비살 맛있어요.
생삼겹살도 맛있어요.
반찬도셀프바에서이용해서좋아요^^",2024-07-05,4.1,26.1,23.4,21.3,1.4,9.5,11.25,여름,비,,
"육류,고기요리","신림 고기집 찾다가 8번출구 근처 와봤어요~~
고기도 맛있고 깔끔하고 혼고기 하시는 분도 봤어요ㅋㅋ 재방문 의사 있습니다 :)",2024-06-23,5.1,30.1,25.1,22.5,3.8,25.7,18.84,여름,비,,
"육류,고기요리",매장도 너무 깔끔하고 고기 질도 너무 좋은데 가격도 저렴해서 좋아요! 두 번째 방문인데 다음에 친구랑 또 오고 싶네요 하이볼이랑 묵사발도 진짜 맛있어...,2024-06-04,0.0,29.3,22.8,16.3,13.5,92.5,31.17,여름,맑음,,
"육류,고기요리","티비도 엄청 커서 축구나 야구 보면서 밥먹기 너무좋고,고기가 일단 맛있음 !!!!! 혜자임 ㅠㅠ 
된장찌개 존맛!!꼭 시켜드세요 ❤️❤️❤️",2024-06-16,0.0,29.5,24.3,19.9,13.2,89.2,30.02,여름,맑음,,
"육류,고기요리",네이버 리뷰 왜 바꼈죠...? 사진 업로드가 막히네요. 네이버에서 허락해준 선에서 올리구요. 우선 가성비 훌륭하고 맛도 괜찮습니다. 개인적으로 삼겹살...,2024-04-14,0.0,29.4,20.8,13.6,11.7,89.3,24.93,봄,맑음,,
"육류,고기요리",진짜 인생고깃집이에요! 우연히 서울대점에서 먹게된 다음부터 자주 생각나서 강동구에서 옵니다ㅎㅎ 불이 정말 센데 숯불향이 고기에 베여서 정말 맛있어...,2024-04-13,0.0,27.3,19.1,11.2,12.1,92.4,25.65,봄,맑음,,
"육류,고기요리",사장님이 엄청 친절하시고 고기도 정말 맛있어요!! 가성비 맛집이예요!! 고기 생각날 때마다 또 오고 싶은 재방문을 부르는 집!! 짱 좋습니당!!,2024-07-07,28.7,28.2,24.4,21.5,0.6,4.1,11.09,여름,비,,
"육류,고기요리",근처에 생겨서 처음 왔습니당 메인메뉴는 이벤트두 하고 있어성 담엔 메인메뉴 먹어볼려규용 오늘은 소 갈비살 ! 24시 영업이라 좋규 친절하고 깔끔해...,2024-06-20,0.0,35.4,29.4,23.4,12.1,81.8,25.99,여름,맑음,,
"육류,고기요리",서울대 입구 있을때 부터 갔었는데 오랜만에 먹어도 퀄리티 엄청 납니다. 사장님도 친절하고 고기 너무 맛있어서 다 먹고 나서야 사진찍네요 전 또올거에요,2024-06-28,0.0,32.5,26.6,21.3,13.2,89.2,28.84,여름,맑음,,
"육류,고기요리","고기 질이 좋고 하이볼도 맛있어요!! 그리고 인원수 맞
게 고기 시키면 고기가 반값할인이라 가성비 좋게 먹
을 수 있어서 좋은 거 같습니다. 그리고 사장님...",2024-05-12,0.0,21.6,16.6,11.9,11.4,80.9,28.91,봄,맑음,,
"육류,고기요리",친구랑 신림역 근처 고기집 찾다가 방문했습니다 일 단 일반 고기집과는 다르게 깔끔한 상차림이 좋았고 고기도 가성비있게 먹을 수 있는 집이라 만족스...,2024-04-14,0.0,29.4,20.8,13.6,11.7,89.3,24.93,봄,맑음,,
"육류,고기요리","소갈비살먹었는데, 맛있게 잘 먹었어요! 콘치즈도 있어서 좋았어요! 된장찌개랑 묵사발도 맛있어요! 맛있게 잘먹었어요!",2024-06-09,0.0,28.8,22.9,17.4,12.3,83.7,28.38,여름,맑음,,
"육류,고기요리","신림에 이런 엄청난 고기집이 생겼다니,, 감격 그자체 새벽 늦게까지 운영하고, 매장도 쾌적하고 고기도 완 전싸고,, 거기에 맛까지.... 심지어 인분수 이상 ...",2024-04-10,0.0,18.5,13.8,10.2,3.9,30.0,15.38,봄,흐림,,
"육류,고기요리",저번에 이어 두번째 방문 입니다! 갈매기살 먹어봤는 데 맛있어서 오늘은 삼겹살을 먹어봤어요. 두툼한 삼 겹살이 아주 맛있어요! 콘치즈가 서비스라니......,2024-04-03,0.0,19.7,16.6,13.9,0.3,2.4,7.18,봄,흐림,,
"육류,고기요리","집 앞 고깃집이라 와봤는데 자리도 넓고 고기도 맛있
어요! 칼집삼겹살 추천!! 된장찌개 꼭 시키세욥!! 24시
간이라 술 한 잔 하기도 좋은 식당이라고 생각...",2024-06-13,0.0,32.8,26.4,20.0,13.3,90.5,29.8,여름,맑음,,
"육류,고기요리","삼겹살이 가성비가 너무 좋았습니다! 콘치즈가 서비
스로 나오고 부추무침, 파절이도 맛있었습니다👍 맛
있게 잘먹었습니다 번창하세요~!",2024-06-18,0.0,32.9,26.0,20.4,13.4,90.5,29.22,여름,맑음,,
"육류,고기요리",신림역 앞에있는 고기박사에 방문했는데용 엄청 가성 비 넘칩니다!심지어 맛도있음! ㅎㅎ 그리고 대박인게 고기 인원 수 초과 주문 시 반값할인이라는 거! ...,2024-04-26,0.0,26.0,17.8,11.4,10.7,78.7,23.74,봄,맑음,,
"육류,고기요리","두번째 방문이에요! 첫방문에 부모님과 같이 방문 했
습니다! 분위기도 좋구 고기도 맛있구.. 여친과 두반째
방문..신림동에 이런곳이 있다니...널리 널리 소...",2024-07-03,0.8,25.9,24.7,23.6,0.6,4.1,8.91,여름,비,,
